Sample,pos,rate
10370000,other,1.2090245539410387
10370000,verb,1.0352306114068979
10380000,adjective,1.1608840692261633
10380000,noun,0.8326845368118739
10380000,other,1.2066559823914813
10380000,verb,1.144509168116839
10390000,adjective,1.11108765529358
10390000,noun,0.8216923610179319
10390000,other,1.5104305501504767
10390000,verb,1.1166595993883641
10400000,adjective,1.3012063213425102
10400000,noun,0.7981691348788655
10400000,other,0.9505135655680874
10400000,verb,1.164828036826568
10410000,adjective,1.140539309705601
10410000,noun,0.8291189613033231
10410000,other,1.1977287563368644
10410000,verb,1.1775945312726266
10420000,adjective,1.0718828825790263
10420000,noun,0.7973815948954528
10420000,other,1.1575511573108306
10420000,verb,1.3385058132538843
10430000,adjective,1.1133812216130565
10430000,noun,0.8870401277400168
10430000,other,1.214919558644254
10430000,verb,1.0660689212280139
10440000,adjective,1.0999801529296422
10440000,noun,0.8413540589917641
10440000,other,1.2712992550178155
10440000,verb,1.1666419173140865
10450000,adjective,1.1497925964276825
10450000,noun,0.8314116692632592
10450000,other,1.285868894691283
10450000,verb,1.1315303879609793
10460000,adjective,1.260453811366712
10460000,noun,0.8532522831356849
10460000,other,1.025601810216141
10460000,verb,1.0540921942549732
10470000,adjective,1.1154682985469058
10470000,noun,0.8327338215903916
10470000,other,1.297708142064908
10470000,verb,1.160892571732011
10480000,adjective,1.1656723610460202
10480000,noun,0.8367866537903038
10480000,other,1.1315947425351802
10480000,verb,1.156183443359632
10490000,adjective,1.037594458124709
10490000,noun,0.8883147097058087
10490000,other,1.2950724851123887
10490000,verb,1.1157930813280625
10500000,adjective,1.0614810841235411
10500000,noun,0.904854410951988
10500000,other,1.06713685254594
10500000,verb,1.1318064971753259
10510000,adjective,1.1268359101494634
10510000,noun,0.8589347811510013
10510000,other,1.1576878350296977
10510000,verb,1.1370195666476532
10520000,adjective,1.111509743754787
10520000,noun,0.8561308435192372
10520000,other,0.9684396481702959
10520000,verb,1.2261669055511217
10530000,adjective,0.9864108718156291
10530000,noun,0.8881340371796029
10530000,other,1.2840228311597632
10530000,verb,1.1746298758841602
10540000,adjective,1.201925149482898
10540000,noun,0.7837084972949395
10540000,other,1.1459241537122438
10540000,verb,1.2357318734125526
10550000,adjective,1.188362488212033
10550000,noun,0.8097119232305409
10550000,other,1.2044665891238715
10550000,verb,1.1693159770495376
10560000,adjective,1.1241391981401732
10560000,noun,0.8789030777726877
10560000,other,0.9484860247391991
10560000,verb,1.1668406507470062
10570000,adjective,1.1817776184781978
10570000,noun,0.816530914988815
10570000,other,1.311494764022104
10570000,verb,1.1230064822093464
10580000,adjective,1.2147647282301437
10580000,noun,0.7977067602535726
10580000,other,1.1207912911616218
10580000,verb,1.198362174759151
10590000,adjective,1.1403067779733207
10590000,noun,0.8872497584407931
10590000,other,0.9981664449336078
10590000,verb,1.1128306414227045
10600000,adjective,1.186277834537329
10600000,noun,0.851538545540941
10600000,other,1.1062409193603042
10600000,verb,1.1088657996075733
10610000,adjective,1.1050086489832016
10610000,noun,0.8633324972189163
10610000,other,1.190526668038405
10610000,verb,1.138567321656899
10620000,adjective,0.9823624941980384
10620000,noun,0.8493158060546111
10620000,other,1.423235219284706
10620000,verb,1.2202726934018653
10630000,adjective,1.1035540880063412
10630000,noun,0.87957409941916
10630000,other,1.275246249726454
10630000,verb,1.0727351791891446
10640000,adjective,1.1430450710367956
10640000,noun,0.9213243756313865
10640000,other,0.9486295297046428
10640000,verb,1.0481755529344914
10650000,adjective,1.2353901934840106
10650000,noun,0.8258504033108423
10650000,other,1.2169520427772722
10650000,verb,1.0773642733224729
10660000,adjective,1.1446700938198486
10660000,noun,0.853508564001277
10660000,other,1.0969919499374514
10660000,verb,1.1518746668094864
10670000,adjective,1.1805943232523004
10670000,noun,0.8789846175688169
10670000,other,1.1908991404694036
10670000,verb,1.021554464786499
10680000,adjective,1.0937330979962583
10680000,noun,0.905437808201444
10680000,other,1.06878069544462
10680000,verb,1.095505629949975
10690000,adjective,1.328070115417391
10690000,noun,0.8010682800792036
10690000,other,1.1653571528178912
10690000,verb,1.054196399624884
10700000,adjective,1.2498779590231153
10700000,noun,0.8138379916689958
10700000,other,1.3559098248090413
10700000,verb,1.0411216426354128
10710000,adjective,1.0864676486429279
10710000,noun,0.9069510011518034
10710000,other,1.1339928047033498
10710000,verb,1.0768879584386812
10720000,adjective,1.141381164157007
10720000,noun,0.8423899052776863
10720000,other,1.1279363327829852
10720000,verb,1.17034610351234
10730000,adjective,1.0966063261387344
10730000,noun,0.8462555962361709
10730000,other,1.127384423102846
10730000,verb,1.2092828063628238
10740000,adjective,1.1163276109121705
10740000,noun,0.7919649508082465
10740000,other,1.025729197786869
10740000,verb,1.3499000945695774
10750000,adjective,1.1553506417352826
10750000,noun,0.8690402590178103
10750000,other,1.1025599283563086
10750000,verb,1.1024899808604618
10760000,adjective,1.1578058307234738
10760000,noun,0.7850316510014346
10760000,other,1.2466202897856897
10760000,verb,1.2443978816511285
10770000,adjective,1.113210814647715
10770000,noun,0.8166354445089378
10770000,other,1.218257669315464
10770000,verb,1.2285020553317538
10780000,adjective,1.0631025621315673
10780000,noun,0.8523938260096379
10780000,other,1.1317134282947405
10780000,verb,1.229222954011533
10790000,adjective,1.1554354390139174
10790000,noun,0.8249958662666196
10790000,other,1.0944415831035719
10790000,verb,1.2074784265854945
10800000,adjective,1.16234667290623
10800000,noun,0.8928324462858603
10800000,other,1.0344504603857598
10800000,verb,1.063671866702712
10810000,adjective,1.0691220859205552
10810000,noun,0.8420421905285117
10810000,other,1.4504535684522792
10810000,verb,1.1351604932979853
10820000,adjective,1.2385641273284362
10820000,noun,0.8397601034650083
10820000,other,1.1496011127618961
10820000,verb,1.0652924897489475
10830000,adjective,1.1541969394116791
10830000,noun,0.7853497378713399
10830000,other,1.0520451112492646
10830000,verb,1.315677845714198
10840000,adjective,1.2151694407980012
10840000,noun,0.8514494054369595
10840000,other,1.1055728039431385
10840000,verb,1.0785171979946653
10850000,adjective,1.1589923444994097
10850000,noun,0.8325498981061551
10850000,other,1.1968359939862299
10850000,verb,1.150278265649569
10860000,adjective,1.1067830844679578
10860000,noun,0.847747056522205
10860000,other,1.1024103928675046
10860000,verb,1.2037255973429042
10870000,adjective,1.2660368538080284
10870000,noun,0.8658357835786354
10870000,other,1.0747010677146787
10870000,verb,1.0017313059541477
10880000,adjective,1.0812991719881289
10880000,noun,0.8812241783339954
10880000,other,1.2587297684559697
10880000,verb,1.0984087831652345
10890000,adjective,1.0030522441745875
10890000,noun,0.8697759496452837
10890000,other,1.1785578766493423
10890000,verb,1.2364587028039613
10900000,adjective,1.208304259651545
10900000,noun,0.8228689674694714
10900000,other,1.1347417877514308
10900000,verb,1.1419535811935397
10910000,adjective,1.1408082600090064
10910000,noun,0.837545229099731
10910000,other,1.2320945004393926
10910000,verb,1.145708577838547
10920000,adjective,1.0429338964453623
10920000,noun,0.8370301968609773
10920000,other,1.3721300268222043
10920000,verb,1.2021445783191365
10930000,adjective,1.1934523653310007
10930000,noun,0.8364254122708518
10930000,other,1.1498264971036962
10930000,verb,1.1210292094785894
10940000,adjective,1.1819777340671702
10940000,noun,0.8680031507108728
10940000,other,1.083623406039852
10940000,verb,1.0831556599286414
10950000,adjective,1.1769547864209413
10950000,noun,0.8677838845253154
10950000,other,1.1116688083267419
10950000,verb,1.0791914095168424
10960000,adjective,1.055230204180381
10960000,noun,0.8734782101125559
10960000,other,1.0440252269198558
10960000,verb,1.2193949524212615
10970000,adjective,1.12427809779579
10970000,noun,0.8818545913919426
10970000,other,1.1137453035248241
10970000,verb,1.101940606496234
10980000,adjective,1.1086197253150418
10980000,noun,0.9103958529176042
10980000,other,1.168733569611625
10980000,verb,1.0331126097433736
10990000,adjective,1.0946908222814886
10990000,noun,0.841135551533321
10990000,other,1.2561942731874391
10990000,verb,1.1780781711409054
11000000,adjective,1.0912407409996612
11000000,noun,0.8583364603515913
11000000,other,1.376219280848181
11000000,verb,1.0997761455585786
11010000,adjective,1.1595413057393742
11010000,noun,0.8498501327436015
11010000,other,1.1984531459951853
11010000,verb,1.108969898845341
11020000,adjective,1.1051944951964998
11020000,noun,0.8869238289020349
11020000,other,1.119189054482563
11020000,verb,1.1086040255131524
11030000,adjective,1.0093651963211403
11030000,noun,0.818144694047459
11030000,other,1.3104814902208304
11030000,verb,1.3033544313826
11040000,adjective,1.1550726477456108
11040000,noun,0.8711691528098318
11040000,other,1.1859066871352468
11040000,verb,1.0686429332344611
11050000,adjective,1.1346089808978232
11050000,noun,0.8831868874622707
11050000,other,1.0435146381781655
11050000,verb,1.1124449338931561
11060000,adjective,1.1028350231440314
11060000,noun,0.8611420707049092
11060000,other,1.1288022979577352
11060000,verb,1.1675941447798073
11070000,adjective,1.159156882909146
11070000,noun,0.816093372179916
11070000,other,1.3961057790837546
11070000,verb,1.1184841266133267
11080000,adjective,0.9593784189263862
11080000,noun,0.8994860416777419
11080000,other,1.1004431655785463
11080000,verb,1.2414081579229934
11090000,adjective,1.0315947271886874
11090000,noun,0.8677664173708506
11090000,other,1.2460730330497138
11090000,verb,1.1870506826286822
11100000,adjective,1.1930254372402234
11100000,noun,0.8680104584393471
11100000,other,1.0515464661740304
11100000,verb,1.0826038686339858
11110000,adjective,1.0513452628881932
11110000,noun,0.8773227562658399
11110000,other,1.0164408780242278
11110000,verb,1.2242758611723958
11120000,adjective,1.0758046729314745
11120000,noun,0.8180568677583266
11120000,other,1.5804682290419425
11120000,verb,1.1381602832907884
11130000,adjective,1.085472118713963
11130000,noun,0.8931685427903417
11130000,other,1.3688077715715852
11130000,verb,1.0276693505473804
11140000,adjective,1.126626622401476
11140000,noun,0.8402845513637782
11140000,other,1.2198296760837324
11140000,verb,1.1587605937494776
11150000,adjective,1.098783265977835
11150000,noun,0.8279060108479626
11150000,other,1.1500162340713749
11150000,verb,1.2416259305266613
11160000,adjective,1.0749871778415556
11160000,noun,0.8736830077667435
11160000,other,1.1692923392454533
11160000,verb,1.153975498405265
11170000,adjective,1.1625515113757376
11170000,noun,0.8579239924410765
11170000,other,1.132127904198584
11170000,verb,1.1102591995718432
11180000,adjective,1.124608153694163
11180000,noun,0.8768980701592801
11180000,other,1.0922545818052545
11180000,verb,1.1206233819222147
11190000,adjective,0.9742847995125072
11190000,noun,0.8509080309292127
11190000,other,1.1225462886782926
11190000,verb,1.3305360845191303
11200000,adjective,0.9766381678429867
11200000,noun,0.8926804768307427
11200000,other,1.0483252497062994
11200000,verb,1.2570717071302187
11210000,adjective,1.098940134552589
11210000,noun,0.8422015164993535
11210000,other,1.2968957864645911
11210000,verb,1.1568150391111072
11220000,adjective,1.0976818191666602
11220000,noun,0.8967218157958289
11220000,other,1.0454538683730692
11220000,verb,1.1197016882969426
11230000,adjective,1.2491795255282079
11230000,noun,0.8651240680871929
11230000,other,1.010890053447794
11230000,verb,1.0437052047858475
11240000,adjective,1.2003078888475973
11240000,noun,0.8575694132910412
11240000,other,1.1963858445897566
11240000,verb,1.0483317829298706
11250000,adjective,1.1217191475836203
11250000,noun,0.8322807090696445
11250000,other,1.0612031347467956
11250000,verb,1.2381459014656875
11260000,adjective,1.1468824502148989
11260000,noun,0.8185954197725098
11260000,other,1.5617392128604355
11260000,verb,1.0677250844063253
11270000,adjective,1.0982035321666461
11270000,noun,0.8607856923514345
11270000,other,1.0520191365859413
11270000,verb,1.2002592378086792
11280000,adjective,1.2049562587365183
11280000,noun,0.8035982555799019
11280000,other,1.1758469262171865
11280000,verb,1.1758502809608415
11290000,adjective,1.0658623315682447
11290000,noun,0.9049964306908863
11290000,other,0.9932598478358136
11290000,verb,1.1526916929577808
11300000,adjective,1.1276255229779053
11300000,noun,0.7712511167061837
11300000,other,1.2596534762190796
11300000,verb,1.3039813990813445
11310000,adjective,1.187614843371164
11310000,noun,0.8614099496792792
11310000,other,1.411957522701451
11310000,verb,0.9774153852564247
11320000,adjective,1.1031216085447917
11320000,noun,0.8146074989761741
11320000,other,1.3358163364963405
11320000,verb,1.2027728198993672
11330000,adjective,1.1067952802624468
11330000,noun,0.8559255203232983
11330000,other,1.2363292948230982
11330000,verb,1.1378085216596048
11340000,adjective,1.2325049215355794
11340000,noun,0.8633355896490378
11340000,other,1.0712590665566197
11340000,verb,1.0444753923554329
11350000,adjective,1.1433915510667767
11350000,noun,0.8820778927707007
11350000,other,1.108925329566905
11350000,verb,1.0827419549193775
11360000,adjective,1.1250382914247274
11360000,noun,0.8681768474933695
11360000,other,1.0597782049691746
11360000,verb,1.151786993507872
11370000,adjective,1.064797280847938
11370000,noun,0.8838554731004714
11370000,other,1.064798118977181
11370000,verb,1.1778339185353799
11380000,adjective,1.152119541118589
11380000,noun,0.7922306505111943
11380000,other,1.2066639864147057
11380000,verb,1.247746925446869
11390000,adjective,1.2074953819422394
11390000,noun,0.7901356000926214
11390000,other,1.3624503434537272
11390000,verb,1.1390141381109582
11400000,adjective,1.0858353843214992
11400000,noun,0.8101611513173073
11400000,other,1.4867680481272096
11400000,verb,1.1786271639419674
11410000,adjective,1.1791266806042027
11410000,noun,0.836827549947398
11410000,other,1.0629945259476774
11410000,verb,1.165785448927179
11420000,adjective,1.1289944829618035
11420000,noun,0.7807081844030703
11420000,other,1.15131371531608
11420000,verb,1.3185295219870752
11430000,adjective,1.0274439539192892
11430000,noun,0.8355579228213221
11430000,other,1.5260013527351246
11430000,verb,1.1681583820388186
11440000,adjective,1.1314667452338953
11440000,noun,0.8639601667980568
11440000,other,1.152795864553421
11440000,verb,1.122133727412451
11450000,adjective,1.144862147232538
11450000,noun,0.8721209276543843
11450000,other,1.1373956553932931
11450000,verb,1.094311533219544
11460000,adjective,1.2525014238871928
11460000,noun,0.7982470964579816
11460000,other,1.2033838912700858
11460000,verb,1.127954661736265
11470000,adjective,1.185346836504431
11470000,noun,0.8250354788182692
11470000,other,1.0211186471620528
11470000,verb,1.201199887170552
11480000,adjective,1.1481026774630014
11480000,noun,0.8516803958272703
11480000,other,1.060476586943589
11480000,verb,1.1652537740440758
11490000,adjective,1.07284092223724
11490000,noun,0.8733434698906548
11490000,other,0.9868482782994887
11490000,verb,1.2209728800712407
11500000,adjective,1.2122476942373417
11500000,noun,0.8608297154070005
11500000,other,1.1115908391610847
11500000,verb,1.0577491011838727
11510000,adjective,1.1121378914366022
11510000,noun,0.8323487595117133
11510000,other,1.2454903527513872
11510000,verb,1.1836308422880673
11520000,adjective,1.1490227673214048
11520000,noun,0.8334444105303961
11520000,other,1.0795915571533
11520000,verb,1.1999048078762842
11530000,adjective,1.1382788387693785
11530000,noun,0.8301424608083354
11530000,other,0.9904442265191815
11530000,verb,1.2502530228445237
11540000,adjective,1.1303839303353764
11540000,noun,0.820065414366412
11540000,other,1.0554630591867609
11540000,verb,1.2592767705222772
11550000,adjective,1.1260782848989646
11550000,noun,0.8436503562025683
11550000,other,1.128953236520955
11550000,verb,1.1833722757615257
11560000,adjective,1.0704545396358913
11560000,noun,0.8806001660737985
11560000,other,1.0824796615732517
11560000,verb,1.173166136103476
11570000,adjective,1.1373659966891085
11570000,noun,0.878779651014507
11570000,other,1.0373199591681557
11570000,verb,1.1219071344577065
11580000,adjective,1.175240655103493
11580000,noun,0.8058799262713141
11580000,other,1.3314442076765267
11580000,verb,1.1477060279718179
11590000,adjective,1.1702506791640879
11590000,noun,0.8625047029998788
11590000,other,1.1023424223993281
11590000,verb,1.101857438050425
11600000,adjective,1.139287220158112
11600000,noun,0.8634778571908949
11600000,other,1.2778818130862812
11600000,verb,1.0710932864384675
11610000,adjective,1.1871521575928636
11610000,noun,0.8269801391322739
11610000,other,1.0165156615728292
11610000,verb,1.1963748101597333
11620000,adjective,1.1620399141431124
11620000,noun,0.8266741311084408
11620000,other,1.2890503801218791
11620000,verb,1.1283604423122027
11630000,adjective,1.1847746992273045
11630000,noun,0.8618547739480154
11630000,other,1.0949126298880074
11630000,verb,1.0904910187059913
11640000,adjective,1.1337113292261707
11640000,noun,0.839477876707221
11640000,other,1.1479472678083888
11640000,verb,1.1782679728852605
11650000,adjective,1.1484694554346682
11650000,noun,0.8117691810087198
11650000,other,1.2216397485888195
11650000,verb,1.2010376059379766
11660000,adjective,1.1136842348946632
11660000,noun,0.8972272428260978
11660000,other,1.0828619976978076
11660000,verb,1.0883683401254443
11670000,adjective,1.1521749889092974
11670000,noun,0.8277179270398588
11670000,other,1.181024800275697
11670000,verb,1.1742989810754343
11680000,adjective,1.136910379514548
11680000,noun,0.8714476302910129
11680000,other,1.0616277367579368
11680000,verb,1.130894940101849
11690000,adjective,1.1705307607212905
11690000,noun,0.8580371495429043
11690000,other,1.0775702180268385
11690000,verb,1.1206082110566435
11700000,adjective,1.119807203828615
11700000,noun,0.8264186322444543
11700000,other,1.263604214198355
11700000,verb,1.182876065005585
11710000,adjective,1.115175234158364
11710000,noun,0.8648581586103237
11710000,other,0.9919371620777734
11710000,verb,1.1937703474092214
11720000,adjective,1.1275923504426437
11720000,noun,0.829810347780094
11720000,other,1.1450822013476099
11720000,verb,1.2082327049388286
11730000,adjective,1.101860080947294
11730000,noun,0.9064125583361914
11730000,other,1.1699548971337168
11730000,verb,1.0491343034187475
11740000,adjective,1.1427392050685476
11740000,noun,0.8409523318044808
11740000,other,0.951277438373754
11740000,verb,1.2341307847023915
11750000,adjective,1.1151546863522588
11750000,noun,0.8331463580913203
11750000,other,1.1044646856383487
11750000,verb,1.2279749562692515
11760000,adjective,1.0655199005704505
11760000,noun,0.9029816451085592
11760000,other,1.0340090408384437
11760000,verb,1.1434561854886693
11770000,adjective,1.1535936021962143
11770000,noun,0.8018991844515372
11770000,other,1.4438948206894955
11770000,verb,1.1406163651873624
11780000,adjective,1.105657666190009
11780000,noun,0.8300588852922501
11780000,other,1.1039347896702052
11780000,verb,1.245448067950028
11790000,adjective,1.236637478161
11790000,noun,0.8593338132049801
11790000,other,1.1254934919589275
11790000,verb,1.0303583063889028
11800000,adjective,1.129126215714549
11800000,noun,0.8606879078616851
11800000,other,1.0859724584338328
11800000,verb,1.1556360569403938
11810000,adjective,1.1810372712451154
11810000,noun,0.8559937936263066
11810000,other,1.0944723677773924
11810000,verb,1.1082325428593496
11820000,adjective,1.1117679018044997
11820000,noun,0.8248939372074839
11820000,other,1.0961438180669474
11820000,verb,1.253654825090129
11830000,adjective,1.174837207401966
11830000,noun,0.8326849755873345
11830000,other,1.0900214591938855
11830000,verb,1.1705030324177528
11840000,adjective,1.1235185849165754
11840000,noun,0.846463876125354
11840000,other,1.2051691420617325
11840000,verb,1.1528660961704544
11850000,adjective,1.2222325402537506
11850000,noun,0.8030166001650167
11850000,other,1.0129898313627916
11850000,verb,1.2158486012048255
11860000,adjective,1.1065733508207316
11860000,noun,0.8766831144156318
11860000,other,1.303088640984822
11860000,verb,1.0664730337863602
11870000,adjective,1.1659131534009222
11870000,noun,0.8799211561154379
11870000,other,1.1370877851833157
11870000,verb,1.0538798413865509
11880000,adjective,1.1789255437612096
11880000,noun,0.8264600845963023
11880000,other,1.1279568380863858
11880000,verb,1.1673039086210715
11890000,adjective,1.1259104853844013
11890000,noun,0.8523467830791323
11890000,other,1.254297233026722
11890000,verb,1.119449087076093
11900000,adjective,1.1083147580664543
11900000,noun,0.8482417244952458
11900000,other,1.146506058674816
11900000,verb,1.1854955190979297
11910000,adjective,1.0996936893599036
11910000,noun,0.8840886627469307
11910000,other,1.2208731276190425
11910000,verb,1.0854205582059424
11920000,adjective,1.1807227491321526
11920000,noun,0.7978271179025541
11920000,other,1.2953661573470583
11920000,verb,1.1731962013214263
11930000,adjective,1.2899846923777418
11930000,noun,0.8479197341417236
11930000,other,0.985949605208978
11930000,verb,1.0488918131806186
11940000,adjective,1.279785875142997
11940000,noun,0.8073813216666516
11940000,other,1.158213830090969
11940000,verb,1.0935017379179661
11950000,adjective,1.1340393635298645
11950000,noun,0.8901292777544324
11950000,other,1.0303289494509293
11950000,verb,1.101557321350994
11960000,adjective,1.125449652712962
11960000,noun,0.8860060458936773
11960000,other,1.1164802777753167
11960000,verb,1.0900976261058644
11970000,adjective,1.1006907042133518
11970000,noun,0.8584435547190492
11970000,other,1.2957947534076166
11970000,verb,1.1176347344571373
11980000,adjective,1.1473606181746714
11980000,noun,0.8204151870548504
11980000,other,1.3756502435096443
11980000,verb,1.128190573537176
11990000,adjective,1.128875175313789
11990000,noun,0.8448565902730631
11990000,other,1.0274832013925066
11990000,verb,1.2131433213905614
12000000,adjective,1.1800559515147957
12000000,noun,0.8805628300109424
12000000,other,1.0287026390556173
12000000,verb,1.0752928792750978
12010000,adjective,1.0876877266297078
12010000,noun,0.8536471233797063
12010000,other,1.2031941987268702
12010000,verb,1.1750692345870377
12020000,adjective,1.240522137093646
12020000,noun,0.8356225437279947
12020000,other,1.0446665258076788
12020000,verb,1.1095752251099076
12030000,adjective,1.1592665368652753
12030000,noun,0.7749434561799617
12030000,other,1.4135806541311182
12030000,verb,1.2077605485704095
12040000,adjective,1.1280248614535906
12040000,noun,0.8484271652894175
12040000,other,1.039919466924042
12040000,verb,1.2014043595137776
12050000,adjective,1.2102584382148072
12050000,noun,0.8115488123773492
12050000,other,1.226062684083772
12050000,verb,1.1341513638585443
12060000,adjective,1.1613500713569536
12060000,noun,0.8517236480358431
12060000,other,1.2461386327293924
12060000,verb,1.085986241864791
12070000,adjective,1.1262695314842184
12070000,noun,0.8268378978159601
12070000,other,1.2921051345148111
12070000,verb,1.1650302951906448
12080000,adjective,1.254103069654429
12080000,noun,0.808457604053253
12080000,other,1.0363149553623503
12080000,verb,1.1610825976943546
12090000,adjective,1.1557778931678298
12090000,noun,0.8563880931720296
12090000,other,0.951757539053331
12090000,verb,1.1842383364542481
12100000,adjective,1.0958794022769218
12100000,noun,0.8189503379000869
12100000,other,1.4309056031818737
12100000,verb,1.1670943858584846
12110000,adjective,1.133587861973099
12110000,noun,0.8909717370668144
12110000,other,1.3686329959755554
12110000,verb,0.9815531091814195
12120000,adjective,1.0971015559294706
12120000,noun,0.8667090693191142
12120000,other,1.0671984721066397
12120000,verb,1.182366146932123
12130000,adjective,1.1351691701771933
12130000,noun,0.8737348433920843
12130000,other,1.218548523149099
12130000,verb,1.0724619842648966
12140000,adjective,1.2014112220499371
12140000,noun,0.8215069056453193
12140000,other,1.1504950708835173
12140000,verb,1.146941621774375
12150000,adjective,1.160239948918957
12150000,noun,0.8526553212988575
12150000,other,0.9392734647987674
12150000,verb,1.1925215253609878
12160000,adjective,1.0662708216193517
12160000,noun,0.8592847478822606
12160000,other,1.2106564454946516
12160000,verb,1.1821927068122122
12170000,adjective,1.1269835145653342
12170000,noun,0.7888968181976835
12170000,other,1.3223696811393502
12170000,verb,1.2417333868022165
12180000,adjective,1.1936079884446662
12180000,noun,0.8660637365561012
12180000,other,1.19801164323724
12180000,verb,1.0351854495390633
12190000,adjective,1.1746529560184495
12190000,noun,0.7903822210872312
12190000,other,1.5421600803486
12190000,verb,1.1104776515243406
12200000,adjective,1.0541088143414825
12200000,noun,0.8854886679583873
12200000,other,1.1487500141133684
12200000,verb,1.1560198249484341
12210000,adjective,1.081325760388916
